VonMises,s11,s22,s33,s12,s23,s31,e11,e22,e33,e12,e23,e31,lamda,ux,uy,uz
2.4877175258076,0.08672465576094403,2.4404176510072553,0.020312206860707907,-0.01365281684577335,3.000533415300074e-12,1.1138589934224494e-13,-9.307061451420644e-06,3.4404379888868e-05,-1.054043550242503e-05,-5.071046257001532e-07,1.1144837668515124e-16,4.137188070375966e-18,0.0,-1.8445440004928713e-05,7.447286930449742e-05,9.292379857881177e-16
4.9754350516151895,0.1734493115218898,4.880835302014497,0.04062441372141637,-0.027305633691577895,6.114163778179362e-12,2.192952358112262e-13,-1.8614122902841206e-05,6.88087597777358e-05,-2.108087100485e-05,-1.0142092514014648e-06,2.2709745863821545e-16,8.145248075783262e-18,0.0,-3.689088000986699e-05,0.00014894573860899581,2.990967357057821e-15
7.463152577422778,0.2601739672828355,7.321252953021739,0.06093662058212567,-0.04095845053738002,9.227147044945259e-12,3.274929470227601e-13,-2.7921184354261775e-05,0.0001032131396666036,-3.162130650727496e-05,-1.5213138771026862e-06,3.4272260969640175e-16,1.2164010950033071e-17,0.0,-5.5336320014805135e-05,0.00022341860791349428,5.040184826669421e-15
9.950870103230367,0.3468986230437811,9.76167060402898,0.08124882744283475,-0.05461126738318395,1.2338914870561319e-11,4.3640642937292213e-13,-3.7228245805682344e-05,0.0001376175195554714,-4.2161742009699925e-05,-2.0284185028039756e-06,4.583026876906211e-16,1.6209379373594755e-17,0.0,-7.378176001974379e-05,0.0002978914772179927,7.054012685845375e-15
12.438587629037952,0.43362327880472734,12.202088255036223,0.1015610343035436,-0.0682640842289872,1.5456383234039662e-11,5.450902984710234e-13,-4.6535307257102906e-05,0.00017202189944433917,-5.2702177512124884e-05,-2.5355231285052396e-06,5.740941193580297e-16,2.0246238499208698e-17,0.0,-9.222720002468241e-05,0.0003723643465224912,9.069401143179767e-15
14.926305154845544,0.5203479345656731,14.642505906043464,0.12187324116425241,-0.08191690107479048,1.85701235512528e-11,6.54015435609106e-13,-5.584236870852347e-05,0.000206426279333207,-6.324261301454986e-05,-3.0426277542065036e-06,6.897474750900465e-16,2.429199802455782e-17,0.0,-0.00011067264002962128,0.00044683721582698964,1.1025697090538322e-14
17.41402268065313,0.6070725903266191,17.082923557050705,0.1421854480249615,-0.09556971792059367,2.167725323561065e-11,7.624862217519583e-13,-6.514943015994402e-05,0.0002408306592220748,-7.378304851697482e-05,-3.5497323799077643e-06,8.051551962269836e-16,2.8320904747160485e-17,0.0,-0.0001291180800345602,0.0005213100851314881,1.2964597011772089e-14
19.90174020646072,0.6937972460875641,19.52334120805795,0.16249765488567022,-0.10922253476639873,2.47854126274463e-11,8.710387307105085e-13,-7.445649161136459e-05,0.0002752350391109426,-8.432348401939978e-05,-4.056837005609095e-06,9.206011886576715e-16,3.2352860930076813e-17,0.0,-0.00014756352003949928,0.0005957829544359865,1.493705015617336e-14
22.38945773226831,0.7805219018485098,21.963758859065187,0.18280986174637923,-0.1228753516122001,2.790290922244279e-11,9.798452304655749e-13,-8.376355306278518e-05,0.0003096394189998104,-9.486391952182473e-05,-4.563941631310289e-06,1.0363936179180452e-15,3.639429424616125e-17,0.0,-0.0001660089600444378,0.0006702558237404849,1.6930528207145243e-14
24.877175258075894,0.8672465576094558,24.404176510072432,0.20312206860708895,-0.13652816845800747,3.100887547107898e-11,1.0885534771081316e-12,-9.307061451420574e-05,0.0003440437988886781,-0.0001054043550242497,-5.071046257011703e-06,1.1517580797964064e-15,4.0431969584201155e-17,0.0,-0.00018445440004937716,0.0007447286930449834,1.88605052941384e-14
27.364892783883484,0.9539712133704018,26.84459416107967,0.22343427546779762,-0.15018098530381216,3.411800662148675e-11,1.1968883990698857e-12,-0.00010237767596562629,0.00037844817877754597,-0.00011594479052667467,-5.578150882713026e-06,1.2672403483349146e-15,4.44558401627728e-17,0.0,-0.00020289984005431535,0.0008192015623494817,2.0838465514467903e-14
29.852610309691077,1.0406958691313484,29.28501181208691,0.24374648232850635,-0.16383380214961335,3.723589548599859e-11,1.3056403859922082e-12,-0.00011168473741704686,0.00041285255866641376,-0.00012648522602909965,-6.085255508414208e-06,1.3830474694189555e-15,4.8495312301778186e-17,0.0,-0.00022134528005925326,0.0008936744316539803,2.2847727662713565e-14
32.34032783549866,1.1274205248922937,31.72542946309416,0.26405868918921555,-0.17748661899541762,4.034157941945327e-11,1.4146730164929844e-12,-0.00012099179886846744,0.0004472569385552816,-0.00013702566153152458,-6.592360134115515e-06,1.4984013205357793e-15,5.25450239390301e-17,0.0,-0.00023979072006419198,0.0009681473009584788,2.4798136904675547e-14
34.828045361306245,1.2141451806532393,34.165847114101396,0.284370896049924,-0.1911394358412195,4.345102260243007e-11,1.5229329020512342e-12,-0.000130298860319888,0.00048166131844414934,-0.00014756609703394958,-7.099464759816725e-06,1.6138951974287902e-15,5.65661114599549e-17,0.0,-0.0002582361600691306,0.001042620170262977,2.679258280220408e-14
37.31576288711384,1.3008698364141849,36.606264765108634,0.30468310291063283,-0.20479225268702522,4.656346724154705e-11,1.6316599077946668e-12,-0.00013960592177130856,0.0005160656983330171,-0.00015810653253637452,-7.606569385518077e-06,1.7294998978311926e-15,6.060459450820799e-17,0.0,-0.00027668160007406984,0.0011170930395674756,2.879958386064929e-14
39.80348041292143,1.3875944921751304,39.046682416115885,0.3249953097713419,-0.218445069532829,4.967795049344835e-11,1.740206380408876e-12,-0.00014891298322272913,0.000550470078221885,-0.0001686469680387995,-8.11367401121936e-06,1.8451811408210965e-15,6.463633246766321e-17,0.0,-0.0002951270400790084,0.001191565908871974,3.079956694327555e-14
42.29119793872901,1.474319147936076,41.487100067123116,0.345307516632051,-0.2320978863786361,5.2784600241997644e-11,1.8487519243547245e-12,-0.0001582200446741497,0.0005848744581107527,-0.00017918740354122447,-8.620778636920767e-06,1.9605705425235843e-15,6.866796273242333e-17,0.0,-0.0003135724800839468,0.0012660387781764726,3.277374392832045e-14
44.7789154645366,1.561043803697022,43.92751771813036,0.3656197234927599,-0.2457507032244374,5.589912509824148e-11,1.9573628465531316e-12,-0.00016752710612557027,0.0006192788379996206,-0.0001897278390436494,-9.127883262621962e-06,2.07625341793834e-15,7.270215499729828e-17,0.0,-0.0003320179200888843,0.001340511647480971,3.477964727174301e-14
47.266632990344185,1.6477684594579682,46.367935369137605,0.385931930353469,-0.2594035200702398,5.900842563775815e-11,2.0665461999287693e-12,-0.0001768341675769908,0.0006536832178884883,-0.00020026827454607438,-9.634987888323196e-06,2.191741672034639e-15,7.675756878524824e-17,0.0,-0.0003504633600938227,0.0014149845167854694,3.6755347853316374e-14
49.75435051615178,1.7344931152189147,48.80835302014485,0.40624413721417796,-0.27305633691604486,6.211936063358878e-11,2.174846946894868e-12,-0.00018614122902841138,0.000688087597777356,-0.00021080871004849935,-1.0142092514024523e-05,2.3072905072309976e-15,8.07800903460603e-17,0.0,-0.0003689088000987611,0.001489457386089968,3.87549652727758e-14
52.242068041959364,1.8212177709798603,51.248770671152094,0.42655634407488674,-0.2867091537618459,6.522696728201643e-11,2.2834682701789094e-12,-0.00019544829047983195,0.0007224919776662239,-0.00022134914555092434,-1.0649197139725706e-05,2.4227154595191495e-15,8.481457168616945e-17,0.0,-0.0003873542401036999,0.0015639302553944663,4.075721561214084e-14
54.72978556776696,1.9079424267408058,53.68918832215933,0.44686855093559563,-0.3003619706076526,6.834424396834523e-11,2.3920320160246184e-12,-0.00020475535193125252,0.0007568963575550917,-0.00023188958105334928,-1.115630176542709e-05,2.5385008149384984e-15,8.88469784863626e-17,0.0,-0.0004057996801086389,0.0016384031246989646,4.279520807501927e-14
